,FLAG_RESIL,CLASS_AGE,CLASS_OFFRE,CLASS_DEP,CLASS_VAR,CLASS_TU,CLASS_HORS_FFT,CLASS_QT_M1,CLASS_QT_M2,CLASS_QT_M3,CLASS_TYP_VAR,CHOIX_OFFRE
662,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
666,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
667,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
668,RESIL_OUI,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
670,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
671,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
672,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
673,RESIL_NON,[0:50],O7,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
674,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
675,RESIL_NON,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
677,RESIL_OUI,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
680,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
682,RESIL_OUI,[51:110],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
683,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
684,RESIL_OUI,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
689,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
690,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
691,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
694,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
695,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
699,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
700,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
702,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
707,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXNON
710,RESIL_OUI,[51:110],O3O4,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
712,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
714,RESIL_NON,[0:50],O5O6,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
716,RESIL_NON,[0:50],O3O4,NO_DEP,PAS_VARIATION,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
718,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
722,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
723,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
725,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
727,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
731,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
732,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
734,RESIL_OUI,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
735,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
739,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
741,RESIL_OUI,[51:110],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
744,RESIL_NON,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
746,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
747,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
749,RESIL_OUI,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
751,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
755,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
756,RESIL_OUI,[51:110],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
757,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
758,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
760,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
761,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
764,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
765,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
769,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
773,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
775,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
776,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
779,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
780,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
781,RESIL_NON,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
782,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
784,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
785,RESIL_OUI,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
786,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
787,RESIL_NON,[51:110],O5O6,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
788,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
789,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
792,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
796,RESIL_OUI,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
797,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
803,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
804,RESIL_OUI,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
805,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
806,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
815,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
819,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
829,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
830,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
831,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
832,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
834,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
835,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
840,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
843,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
845,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
846,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
847,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
850,RESIL_OUI,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
856,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
858,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
859,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
860,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
861,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
862,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
864,RESIL_NON,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
871,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
872,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
875,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
876,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
877,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
878,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
881,RESIL_NON,[51:110],O7,DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
886,RESIL_OUI,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
889,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
890,RESIL_OUI,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
895,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
896,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
898,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
899,RESIL_OUI,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
901,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
903,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
905,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
907,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
908,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
910,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
912,RESIL_OUI,[51:110],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
914,RESIL_OUI,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
917,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
918,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
921,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
922,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
924,RESIL_NON,[0:50],O7,NO_DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
928,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
932,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
933,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
941,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
946,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
951,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
954,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
958,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
961,RESIL_OUI,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
968,RESIL_OUI,[51:110],O7,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
972,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
973,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
980,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
